seed,train_task,eval_task,metric,within_value,cross_value,drop,drop_ci95_low,drop_ci95_high
4,picture_description,interview,Balanced Accuracy,0.6011994002998501,0.5554722638680659,0.045727136431784166,-0.10041745730550292,0.1938293526048037
0,reading,interview,Balanced Accuracy,0.6011994002998501,0.5494752623688156,0.051724137931034475,-0.09538690476190476,0.20323626893939398
1,reading,interview,Balanced Accuracy,0.6011994002998501,0.5494752623688156,0.051724137931034475,-0.08953813343519237,0.18459821428571432
2,reading,interview,Balanced Accuracy,0.6011994002998501,0.5494752623688156,0.051724137931034475,-0.0742806481374697,0.1907636812200957
3,reading,interview,Balanced Accuracy,0.6011994002998501,0.5494752623688156,0.051724137931034475,-0.08631934032983503,0.18465145502645497
4,reading,interview,Balanced Accuracy,0.6011994002998501,0.5494752623688156,0.051724137931034475,-0.07696296296296302,0.17610738723641958
0,affective_task,picture_description,Balanced Accuracy,0.6274362818590704,0.47676161919040483,0.15067466266866558,0.020664351851851837,0.2904305875576037
1,affective_task,picture_description,Balanced Accuracy,0.6274362818590704,0.47676161919040483,0.15067466266866558,0.019129037081339593,0.3214402427637722
2,affective_task,picture_description,Balanced Accuracy,0.6274362818590704,0.47676161919040483,0.15067466266866558,0.007386970577211427,0.2693590704647677
3,affective_task,picture_description,Balanced Accuracy,0.6274362818590704,0.47676161919040483,0.15067466266866558,0.0028491334689798756,0.2909118487631185
4,affective_task,picture_description,Balanced Accuracy,0.6274362818590704,0.47676161919040483,0.15067466266866558,-0.014691073562041369,0.29937948564593314
0,interview,picture_description,Balanced Accuracy,0.6274362818590704,0.46401799100449775,0.16341829085457266,-0.016095719537815113,0.33438683712121214
1,interview,picture_description,Balanced Accuracy,0.6274362818590704,0.46401799100449775,0.16341829085457266,-0.007094771241830138,0.3333888888888889
2,interview,picture_description,Balanced Accuracy,0.6274362818590704,0.46401799100449775,0.16341829085457266,-0.010129644998929049,0.3560876623376623
3,interview,picture_description,Balanced Accuracy,0.6274362818590704,0.46401799100449775,0.16341829085457266,0.011098484848484807,0.3473484848484849
4,interview,picture_description,Balanced Accuracy,0.6274362818590704,0.46401799100449775,0.16341829085457266,0.018975225225225163,0.3262073863636365
0,reading,picture_description,Balanced Accuracy,0.6274362818590704,0.5667166416791605,0.06071964017990994,-0.11341628292996363,0.21263492063492062
1,reading,picture_description,Balanced Accuracy,0.6274362818590704,0.5667166416791605,0.06071964017990994,-0.11586538461538463,0.2329144351724998
2,reading,picture_description,Balanced Accuracy,0.6274362818590704,0.5667166416791605,0.06071964017990994,-0.09877352150537631,0.23263715277777766
3,reading,picture_description,Balanced Accuracy,0.6274362818590704,0.5667166416791605,0.06071964017990994,-0.1304048295454546,0.2156951524237881
4,reading,picture_description,Balanced Accuracy,0.6274362818590704,0.5667166416791605,0.06071964017990994,-0.10408986175115212,0.1940401785714286
0,affective_task,reading,Balanced Accuracy,0.6356821589205397,0.5232383808095952,0.11244377811094453,-0.051515151515151514,0.2307738095238095
1,affective_task,reading,Balanced Accuracy,0.6356821589205397,0.5232383808095952,0.11244377811094453,-0.034662356321839144,0.2797991071428571
2,affective_task,reading,Balanced Accuracy,0.6356821589205397,0.5232383808095952,0.11244377811094453,-0.019318181818181967,0.2695925925925927
3,affective_task,reading,Balanced Accuracy,0.6356821589205397,0.5232383808095952,0.11244377811094453,-0.03579594131505674,0.26199776785714285
4,affective_task,reading,Balanced Accuracy,0.6356821589205397,0.5232383808095952,0.11244377811094453,-0.03444155092592597,0.24717633928571428
0,interview,reading,Balanced Accuracy,0.6356821589205397,0.553223388305847,0.08245877061469264,-0.02470718125960054,0.21267332309267803
1,interview,reading,Balanced Accuracy,0.6356821589205397,0.553223388305847,0.08245877061469264,-0.039981758832565294,0.21463227513227517
